timestamp,site_id,site_name,url,status_code,response_time_ms,is_up,error_message,check_type,screenshot_path
2026-05-24T23:38:05.944063,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,404,905.97,False,HTTP status code returned: 404,request,
2026-05-24T23:38:05.985461,github,GitHub,https://github.com,-1,7838.06,False,Browser engine failure: ,browser,
2026-05-24T23:42:59.781425,google,Google,https://www.google.com,200,438.43,True,,request,
2026-05-24T23:43:00.805087,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,200,967.11,True,,request,
2026-05-24T23:43:06.264696,google,Google,https://www.google.com,200,278.55,True,,request,
2026-05-24T23:43:06.791154,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,200,5940.98,True,,request,
2026-05-24T23:43:07.291002,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,200,978.26,True,,request,
2026-05-24T23:43:07.844934,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,404,1016.07,False,HTTP status code returned: 404,request,
2026-05-24T23:43:07.890884,github,GitHub,https://github.com,-1,8016.02,False,Browser engine failure: ,browser,
2026-05-24T23:43:13.340931,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,200,5995.56,True,,request,
2026-05-24T23:43:14.317925,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,404,927.93,False,HTTP status code returned: 404,request,
2026-05-24T23:43:14.363965,github,GitHub,https://github.com,-1,8015.85,False,Browser engine failure: ,browser,
2026-05-24T23:48:08.161114,google,Google,https://www.google.com,200,285.33,True,,request,
2026-05-24T23:48:09.177832,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,200,949.74,True,,request,
2026-05-24T23:48:14.795866,google,Google,https://www.google.com,200,431.03,True,,request,
2026-05-24T23:48:15.186603,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,200,5963.23,True,,request,
2026-05-24T23:48:15.759169,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,200,910.97,True,,request,
2026-05-24T23:48:16.200087,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,404,958.64,False,HTTP status code returned: 404,request,
2026-05-24T23:48:16.256347,github,GitHub,https://github.com,-1,7980.3,False,Browser engine failure: ,browser,
2026-05-24T23:48:21.713817,httpbin_slow,Httpbin (Slow Test),https://httpbin.org/delay/5,200,5915.51,True,,request,
2026-05-24T23:48:22.741183,httpbin_404,Httpbin (404 Down Test),https://httpbin.org/status/404,404,972.79,False,HTTP status code returned: 404,request,
2026-05-24T23:48:22.785584,github,GitHub,https://github.com,-1,7905.58,False,Browser engine failure: ,browser,
2026-05-24T23:53:17.293810,google,Google,https://www.google.com,200,1023.29,True,,request,
2026-05-24T23:53:18.710399,httpbin_ok,Httpbin (OK Test),https://httpbin.org/status/200,200,1262.14,True,,request,
